2048	15	10	63.566164
2048	15	12	55.969149
2048	15	14	50.716090
2048	15	16	47.427268
2048	16	1	625.779843
2048	16	2	343.686995
2048	16	4	172.687207
2048	16	6	118.037880
2048	16	8	89.353074
2048	16	10	72.909308
2048	16	12	61.597971
2048	16	14	55.550821
2048	16	16	55.669609
