512	2	1	0.443773
512	2	2	0.233186
512	2	4	0.118279
512	2	6	0.093817
512	2	8	0.076686
512	2	10	0.065686
512	2	12	0.058147
512	2	14	0.047125
512	2	16	0.043842
512	3	1	0.877379
512	3	2	0.459602
512	3	4	0.240439
512	3	6	0.176816
512	3	8	0.155989
512	3	10	0.126596
512	3	12	0.109147
512	3	14	0.094015
512	3	16	0.089964
512	4	1	1.310086
512	4	2	0.836509
512	4	4	0.358987
512	4	6	0.310429
512	4	8	0.227977
512	4	10	0.197110
512	4	12	0.164344
512	4	14	0.151144
512	4	16	0.135267
512	5	1	1.800042
512	5	2	0.932195
512	5	4	0.524360
512	5	6	0.415165
512	5	8	0.297696
512	5	10	0.261934
512	5	12	0.222015
512	5	14	0.195959
512	5	16	0.179397
512	6	1	2.242623
512	6	2	1.175527
512	6	4	0.604188
512	6	6	0.489945
512	6	8	0.377975
512	6	10	0.324050
512	6	12	0.281340
512	6	14	0.247415
512	6	16	0.223728
512	7	1	2.693932
512	7	2	1.420450
512	7	4	0.789742
512	7	6	0.608749
512	7	8	0.469563
512	7	10	0.384950
512	7	12	0.336325
512	7	14	0.298924
512	7	16	0.269720
512	8	1	3.151194
512	8	2	1.630501
512	8	4	0.847149
512	8	6	0.702185
512	8	8	0.542641
512	8	10	0.457058
512	8	12	0.391967
512	8	14	0.344597
512	8	16	0.322822
512	9	1	3.556038
512	9	2	1.864619
512	9	4	1.147494
512	9	6	0.726201
512	9	8	0.631700
512	9	10	0.517424
512	9	12	0.449422
512	9	14	0.396824
512	9	16	0.370593
512	10	1	3.927404
512	10	2	2.093415
512	10	4	1.086314
512	10	6	0.904599
512	10	8	0.689572
512	10	10	0.595190
512	10	12	0.502338
512	10	14	0.442660
512	10	16	0.412793
512	11	1	4.492030
512	11	2	2.372225
512	11	4	1.210439
512	11	6	0.996837
512	11	8	0.775324
512	11	10	0.644544
512	11	12	0.562351
512	11	14	0.495938
512	11	16	0.460498
512	12	1	4.803809
512	12	2	2.572271
512	12	4	1.468248
512	12	6	1.035395
512	12	8	0.840281
512	12	10	0.716705
512	12	12	0.613689
512	12	14	0.547905
512	12	16	0.495388
512	13	1	5.389790
512	13	2	2.792294
512	13	4	1.582857
512	13	6	1.183796
512	13	8	0.931506
512	13	10	0.772278
512	13	12	0.677256
512	13	14	0.595639
512	13	16	0.553952
512	14	1	5.761780
512	14	2	3.062883
512	14	4	1.825509
512	14	6	1.277308
512	14	8	1.014426
512	14	10	0.847622
512	14	12	0.734871
512	14	14	0.645579
512	14	16	0.595049
512	15	1	6.107865
512	15	2	3.267190
512	15	4	2.037335
512	15	6	1.370877
512	15	8	1.083002
512	15	10	0.917919
512	15	12	0.788765
512	15	14	0.693187
512	15	16	0.641958
512	16	1	6.741309
512	16	2	3.609446
512	16	4	2.013682
512	16	6	1.470684
512	16	8	1.158138
512	16	10	0.973917
512	16	12	0.834256
512	16	14	0.740746
512	16	16	0.689951
1024	2	1	3.665714
1024	2	2	1.904259
1024	2	4	0.976626
1024	2	6	0.804385
1024	2	8	0.614568
1024	2	10	0.505168
1024	2	12	0.434171
1024	2	14	0.387271
1024	2	16	0.362908
1024	3	1	7.541244
1024	3	2	4.417625
1024	3	4	2.306582
1024	3	6	1.603195
1024	3	8	1.202547
1024	3	10	1.005770
1024	3	12	0.878973
1024	3	14	0.780797
1024	3	16	0.725476
1024	4	1	10.986068
1024	4	2	5.876698
1024	4	4	3.428696
1024	4	6	2.410618
1024	4	8	1.827687
1024	4	10	1.506453
1024	4	12	1.307622
1024	4	14	1.181019
1024	4	16	1.093750
1024	5	1	14.375738
1024	5	2	7.494404
1024	5	4	4.412565
1024	5	6	3.198822
1024	5	8	2.439235
1024	5	10	2.027514
1024	5	12	1.745012
1024	5	14	1.593890
1024	5	16	1.444354
1024	6	1	18.133698
1024	6	2	9.478343
1024	6	4	5.049620
1024	6	6	4.053680
1024	6	8	3.053787
1024	6	10	2.504664
1024	6	12	2.181778
1024	6	14	1.930761
1024	6	16	1.801659
1024	7	1	22.364137
1024	7	2	11.294379
1024	7	4	6.341872
1024	7	6	4.749939
1024	7	8	3.684073
1024	7	10	3.019588
1024	7	12	2.628376
1024	7	14	2.352140
1024	7	16	2.186405
1024	8	1	25.441892
1024	8	2	13.218034
1024	8	4	7.474835
1024	8	6	5.464715
1024	8	8	4.252060
1024	8	10	3.521478
1024	8	12	3.064686
1024	8	14	2.755421
1024	8	16	2.550430
1024	9	1	29.474981
1024	9	2	15.654220
1024	9	4	8.479931
1024	9	6	6.331105
1024	9	8	4.889158
1024	9	10	4.016827
1024	9	12	3.526231
1024	9	14	3.157955
1024	9	16	2.944729
1024	10	1	32.382462
1024	10	2	17.910999
1024	10	4	8.933730
1024	10	6	6.946278
1024	10	8	5.513714
1024	10	10	4.554823
1024	10	12	3.981117
1024	10	14	3.549787
1024	10	16	3.302521
1024	11	1	36.061936
1024	11	2	19.300948
1024	11	4	10.683251
1024	11	6	7.785493
1024	11	8	6.047495
1024	11	10	5.038100
1024	11	12	4.402045
1024	11	14	3.945072
1024	11	16	3.673808
1024	12	1	40.223395
1024	12	2	20.759250
1024	12	4	11.747963
1024	12	6	8.466493
1024	12	8	6.768128
1024	12	10	5.589058
1024	12	12	4.869499
1024	12	14	4.361889
1024	12	16	4.042232
1024	13	1	44.357231
1024	13	2	22.352577
1024	13	4	12.576197
1024	13	6	9.445732
1024	13	8	7.314980
1024	13	10	6.017666
1024	13	12	5.337225
1024	13	14	4.761782
1024	13	16	4.426735
1024	14	1	47.012130
1024	14	2	24.494528
1024	14	4	13.594399
1024	14	6	10.309523
1024	14	8	7.896413
1024	14	10	6.574989
1024	14	12	5.727651
1024	14	14	5.169289
1024	14	16	4.818988
1024	15	1	51.786355
1024	15	2	26.285683
1024	15	4	15.209935
1024	15	6	10.639969
1024	15	8	8.537948
1024	15	10	7.071093
1024	15	12	6.172500
1024	15	14	5.555249
1024	15	16	5.167777
1024	16	1	54.458919
1024	16	2	29.555127
1024	16	4	15.520499
1024	16	6	11.905156
1024	16	8	9.107424
1024	16	10	7.623297
1024	16	12	6.630349
1024	16	14	5.989761
1024	16	16	5.544780
2048	2	1	35.108689
2048	2	2	18.024068
2048	2	4	9.400696
2048	2	6	6.851435
2048	2	8	5.320659
2048	2	10	4.451833
2048	2	12	3.966543
2048	2	14	3.562826
2048	2	16	3.325684
2048	3	1	68.340004
2048	3	2	36.590742
2048	3	4	19.415486
2048	3	6	13.939464
2048	3	8	10.700888
2048	3	10	8.980946
2048	3	12	7.918614
2048	3	14	7.149169
2048	3	16	6.794237
2048	4	1	102.614972
2048	4	2	56.086665
2048	4	4	30.167577
2048	4	6	21.140157
2048	4	8	16.231562
2048	4	10	13.516442
2048	4	12	12.114095
2048	4	14	11.271769
2048	4	16	10.103770
2048	5	1	137.044660
2048	5	2	75.048497
2048	5	4	38.730863
2048	5	6	27.694124
2048	5	8	21.545153
2048	5	10	18.292112
2048	5	12	15.966019
2048	5	14	14.720518
2048	5	16	13.631935
2048	6	1	170.728260
2048	6	2	88.338839
2048	6	4	48.347868
2048	6	6	35.329002
2048	6	8	26.533880
2048	6	10	22.342284
2048	6	12	19.837799
2048	6	14	18.238096
2048	6	16	17.075674
2048	7	1	205.045437
2048	7	2	109.300997
2048	7	4	56.738746
2048	7	6	40.521896
2048	7	8	32.406196
2048	7	10	26.744050
2048	7	12	23.945940
2048	7	14	21.695532
2048	7	16	20.485709
2048	8	1	239.013009
2048	8	2	128.287743
2048	8	4	67.089845
2048	8	6	48.567909
2048	8	8	37.690636
2048	8	10	31.369807
2048	8	12	27.757805
2048	8	14	25.251970
2048	8	16	24.151821
2048	9	1	273.058930
2048	9	2	144.916823
2048	9	4	77.015270
2048	9	6	54.948533
2048	9	8	43.045432
2048	9	10	36.005300
2048	9	12	31.980217
2048	9	14	29.263220
2048	9	16	27.555417
2048	10	1	307.744439
2048	10	2	161.283342
2048	10	4	86.757057
2048	10	6	61.505584
2048	10	8	48.324536
2048	10	10	40.736979
2048	10	12	36.174605
2048	10	14	32.994531
2048	10	16	30.938429
2048	11	1	342.912249
2048	11	2	181.180008
2048	11	4	97.906343
2048	11	6	68.613667
2048	11	8	53.755503
2048	11	10	45.192089
2048	11	12	39.721518
2048	11	14	36.166882
2048	11	16	33.768776
2048	12	1	375.371497
2048	12	2	200.532798
2048	12	4	107.544668
2048	12	6	75.397311
2048	12	8	59.406374
2048	12	10	49.728018
2048	12	12	44.004634
2048	12	14	39.935335
2048	12	16	37.377986
2048	13	1	409.405367
2048	13	2	210.874091
2048	13	4	117.879282
2048	13	6	83.445950
2048	13	8	64.544290
2048	13	10	54.491343
2048	13	12	47.708587
2048	13	14	43.395961
2048	13	16	40.396360
2048	14	1	444.423191
2048	14	2	241.348429
2048	14	4	124.161579
2048	14	6	88.832001
2048	14	8	69.414742
2048	14	10	58.446434
2048	14	12	51.817646
2048	14	14	47.180978
2048	14	16	43.880744
2048	15	1	477.729933
2048	15	2	253.666930
2048	15	4	133.660350
2048	15	6	97.229593
2048	15	8	75.100091
