512	2	1	4	0.708304
512	2	2	4	0.351709
512	2	4	4	0.214831
512	2	6	4	0.147858
512	2	8	4	0.118632
512	2	10	4	0.136628
512	2	12	4	0.138007
512	2	14	4	0.115335
512	2	16	4	0.104594
512	2	1	8	0.638195
512	2	2	8	0.316081
512	2	4	8	0.162774
512	2	6	8	0.114454
512	2	8	8	0.091752
512	2	10	8	0.120796
512	2	12	8	0.126599
512	2	14	8	0.110257
512	2	16	8	0.096771
512	2	1	16	0.698962
512	2	2	16	0.354797
512	2	4	16	0.180337
512	2	6	16	0.139150
512	2	8	16	0.102013
512	2	10	16	0.155106
512	2	12	16	0.130499
512	2	14	16	0.129238
512	2	16	16	0.101805
512	2	1	32	0.663400
512	2	2	32	0.332492
512	2	4	32	0.169593
512	2	6	32	0.130021
512	2	8	32	0.095580
512	2	10	32	0.099991
512	2	12	32	0.109067
512	2	14	32	0.140394
512	2	16	32	0.098014
512	2	1	64	0.631503
512	2	2	64	0.315782
512	2	4	64	0.161525
512	2	6	64	0.162578
512	2	8	64	0.090943
512	2	10	64	0.096421
512	2	12	64	0.097386
512	2	14	64	0.097591
512	2	16	64	0.097654
512	3	1	4	1.051229
512	3	2	4	0.527805
512	3	4	4	0.269996
512	3	6	4	0.190382
512	3	8	4	0.153228
512	3	10	4	0.204410
512	3	12	4	0.207098
512	3	14	4	0.178162
512	3	16	4	0.156486
512	3	1	8	0.941030
512	3	2	8	0.473841
512	3	4	8	0.243419
512	3	6	8	0.172331
512	3	8	8	0.137681
512	3	10	8	0.181596
512	3	12	8	0.193890
512	3	14	8	0.165649
512	3	16	8	0.144960
512	3	1	16	1.057978
512	3	2	16	0.535655
512	3	4	16	0.276202
512	3	6	16	0.211685
512	3	8	16	0.155607
512	3	10	16	0.197886
512	3	12	16	0.190357
512	3	14	16	0.195287
512	3	16	16	0.151661
512	3	1	32	0.992655
512	3	2	32	0.497711
512	3	4	32	0.254064
512	3	6	32	0.194019
512	3	8	32	0.142409
512	3	10	32	0.157217
