512	2	1	4	0.660651
512	2	2	4	0.332411
512	2	4	4	0.189852
512	2	6	4	0.127135
512	2	8	4	0.100426
512	2	10	4	0.133858
512	2	12	4	0.126882
512	2	14	4	0.118763
512	2	16	4	0.099694
512	2	1	8	0.636009
512	2	2	8	0.321761
512	2	4	8	0.167087
512	2	6	8	0.116933
512	2	8	8	0.093437
512	2	10	8	0.132695
512	2	12	8	0.128417
512	2	14	8	0.112720
512	2	16	8	0.095640
512	2	1	16	0.751112
512	2	2	16	0.373860
512	2	4	16	0.192815
512	2	6	16	0.146669
512	2	8	16	0.108955
512	2	10	16	0.131090
512	2	12	16	0.118891
512	2	14	16	0.124377
512	2	16	16	0.099862
512	2	1	32	0.677214
512	2	2	32	0.341332
512	2	4	32	0.175885
512	2	6	32	0.134683
512	2	8	32	0.097704
512	2	10	32	0.105197
512	2	12	32	0.114395
512	2	14	32	0.135299
512	2	16	32	0.093210
512	2	1	64	0.646019
512	2	2	64	0.325122
512	2	4	64	0.167233
512	2	6	64	0.168234
512	2	8	64	0.093169
512	2	10	64	0.095518
512	2	12	64	0.096563
512	2	14	64	0.101178
512	2	16	64	0.104001
512	3	1	4	0.991343
512	3	2	4	0.500047
512	3	4	4	0.262176
512	3	6	4	0.183234
512	3	8	4	0.145198
512	3	10	4	0.198146
512	3	12	4	0.189400
512	3	14	4	0.170506
512	3	16	4	0.150941
512	3	1	8	0.959869
512	3	2	8	0.481426
512	3	4	8	0.249514
512	3	6	8	0.177608
512	3	8	8	0.140267
512	3	10	8	0.191155
512	3	12	8	0.192755
512	3	14	8	0.161100
512	3	16	8	0.143480
512	3	1	16	1.120921
512	3	2	16	0.563158
512	3	4	16	0.291939
512	3	6	16	0.223547
512	3	8	16	0.164194
512	3	10	16	0.192111
512	3	12	16	0.185492
512	3	14	16	0.186806
512	3	16	16	0.149969
512	3	1	32	1.013405
512	3	2	32	0.510003
512	3	4	32	0.263117
512	3	6	32	0.202012
512	3	8	32	0.146308
512	3	10	32	0.184679
512	3	12	32	0.209156
512	3	14	32	0.203075
512	3	16	32	0.140134
512	3	1	64	0.971685
512	3	2	64	0.486166
512	3	4	64	0.256133
512	3	6	64	0.252938
512	3	8	64	0.139627
512	3	10	64	0.142888
512	3	12	64	0.143357
512	3	14	64	0.153849
512	3	16	64	0.147943
512	4	1	4	1.324557
512	4	2	4	0.666813
512	4	4	4	0.344798
512	4	6	4	0.245106
512	4	8	4	0.197149
512	4	10	4	0.268993
512	4	12	4	0.250563
512	4	14	4	0.236316
512	4	16	4	0.203199
512	4	1	8	1.275983
512	4	2	8	0.641956
512	4	4	8	0.331306
512	4	6	8	0.238389
512	4	8	8	0.190593
512	4	10	8	0.276325
512	4	12	8	0.263459
512	4	14	8	0.226557
512	4	16	8	0.192772
512	4	1	16	1.495667
512	4	2	16	0.755348
512	4	4	16	0.386360
512	4	6	16	0.297891
512	4	8	16	0.220002
512	4	10	16	0.245846
512	4	12	16	0.242117
512	4	14	16	0.279458
512	4	16	16	0.214727
512	4	1	32	1.352239
512	4	2	32	0.680186
512	4	4	32	0.349882
512	4	6	32	0.269394
512	4	8	32	0.198014
512	4	10	32	0.205186
512	4	12	32	0.218821
512	4	14	32	0.241757
512	4	16	32	0.189310
512	4	1	64	1.289403
512	4	2	64	0.649245
512	4	4	64	0.334317
512	4	6	64	0.336182
512	4	8	64	0.187315
512	4	10	64	0.191163
512	4	12	64	0.192997
512	4	14	64	0.203363
512	4	16	64	0.200295
512	5	1	4	1.650675
512	5	2	4	0.829607
512	5	4	4	0.432110
512	5	6	4	0.307014
512	5	8	4	0.246652
512	5	10	4	0.326649
512	5	12	4	0.319374
512	5	14	4	0.284931
512	5	16	4	0.271135
512	5	1	8	1.587905
512	5	2	8	0.797758
512	5	4	8	0.415195
512	5	6	8	0.299163
512	5	8	8	0.238016
512	5	10	8	0.345953
512	5	12	8	0.305559
512	5	14	8	0.280079
512	5	16	8	0.246007
512	5	1	16	1.853024
512	5	2	16	0.937712
512	5	4	16	0.482908
512	5	6	16	0.371629
512	5	8	16	0.277225
512	5	10	16	0.315441
512	5	12	16	0.255786
512	5	14	16	0.278555
512	5	16	16	0.253792
512	5	1	32	1.687129
512	5	2	32	0.848936
512	5	4	32	0.437495
512	5	6	32	0.336472
512	5	8	32	0.249299
512	5	10	32	0.268187
512	5	12	32	0.271283
512	5	14	32	0.346595
512	5	16	32	0.237426
512	5	1	64	1.616408
512	5	2	64	0.814656
512	5	4	64	0.417901
512	5	6	64	0.420461
512	5	8	64	0.238213
512	5	10	64	0.242697
512	5	12	64	0.242875
512	5	14	64	0.251286
512	5	16	64	0.269371
512	6	1	4	1.978882
512	6	2	4	1.002512
512	6	4	4	0.515919
512	6	6	4	0.371859
512	6	8	4	0.296209
512	6	10	4	0.417233
512	6	12	4	0.368849
512	6	14	4	0.345048
512	6	16	4	0.307223
512	6	1	8	1.903938
512	6	2	8	0.963847
512	6	4	8	0.497994
512	6	6	8	0.360913
512	6	8	8	0.285622
512	6	10	8	0.418734
512	6	12	8	0.392748
512	6	14	8	0.337909
512	6	16	8	0.292766
512	6	1	16	2.238157
512	6	2	16	1.123027
512	6	4	16	0.580750
512	6	6	16	0.449521
512	6	8	16	0.331906
512	6	10	16	0.456336
512	6	12	16	0.364954
512	6	14	16	0.387584
512	6	16	16	0.307402
512	6	1	32	2.032307
512	6	2	32	1.019080
512	6	4	32	0.525080
512	6	6	32	0.405950
512	6	8	32	0.299002
512	6	10	32	0.311401
512	6	12	32	0.318434
512	6	14	32	0.424280
512	6	16	32	0.287531
512	6	1	64	1.934701
512	6	2	64	0.971864
512	6	4	64	0.501626
512	6	6	64	0.505804
512	6	8	64	0.285771
512	6	10	64	0.292445
512	6	12	64	0.291255
512	6	14	64	0.306618
512	6	16	64	0.374979
512	7	1	4	2.322683
512	7	2	4	1.161619
512	7	4	4	0.602726
512	7	6	4	0.435160
512	7	8	4	0.343299
512	7	10	4	0.485914
512	7	12	4	0.452513
512	7	14	4	0.399497
512	7	16	4	0.357185
512	7	1	8	2.223677
512	7	2	8	1.129321
512	7	4	8	0.582204
512	7	6	8	0.422076
512	7	8	8	0.332655
512	7	10	8	0.455833
512	7	12	8	0.441784
512	7	14	8	0.415804
512	7	16	8	0.339665
512	7	1	16	2.603887
512	7	2	16	1.311495
512	7	4	16	0.677873
512	7	6	16	0.528535
512	7	8	16	0.385817
512	7	10	16	0.449826
512	7	12	16	0.424231
512	7	14	16	0.430352
512	7	16	16	0.361457
512	7	1	32	2.364580
512	7	2	32	1.198790
512	7	4	32	0.616035
512	7	6	32	0.477723
512	7	8	32	0.348929
512	7	10	32	0.365953
512	7	12	32	0.368937
512	7	14	32	0.505791
512	7	16	32	0.333213
512	7	1	64	2.255253
512	7	2	64	1.135575
512	7	4	64	0.588886
512	7	6	64	0.594950
512	7	8	64	0.334986
512	7	10	64	0.340241
512	7	12	64	0.339404
512	7	14	64	0.351991
512	7	16	64	0.352566
512	8	1	4	2.638908
512	8	2	4	1.330224
512	8	4	4	0.688450
512	8	6	4	0.499308
512	8	8	4	0.394435
512	8	10	4	0.570868
512	8	12	4	0.500566
512	8	14	4	0.482912
512	8	16	4	0.413415
512	8	1	8	2.544698
512	8	2	8	1.278751
512	8	4	8	0.662577
512	8	6	8	0.482654
512	8	8	8	0.381298
512	8	10	8	0.520716
512	8	12	8	0.488520
512	8	14	8	0.442719
512	8	16	8	0.436587
512	8	1	16	2.987641
512	8	2	16	1.496023
512	8	4	16	0.772869
512	8	6	16	0.602153
512	8	8	16	0.441498
512	8	10	16	0.536655
512	8	12	16	0.484746
512	8	14	16	0.505310
512	8	16	16	0.407650
512	8	1	32	2.699487
512	8	2	32	1.358591
512	8	4	32	0.701584
512	8	6	32	0.550682
512	8	8	32	0.399351
512	8	10	32	0.523522
