512	2	1	0.632346
512	2	2	0.346446
512	2	4	0.174323
512	2	6	0.121378
512	2	8	0.090352
512	2	10	0.073506
512	2	12	0.061474
512	2	14	0.057387
512	2	16	0.056086
512	3	1	1.246239
512	3	2	0.687495
512	3	4	0.348431
512	3	6	0.242588
512	3	8	0.182273
512	3	10	0.146050
512	3	12	0.123290
512	3	14	0.105939
512	3	16	0.100680
512	4	1	1.862351
512	4	2	0.992669
512	4	4	0.529064
512	4	6	0.364964
512	4	8	0.262526
512	4	10	0.196586
512	4	12	0.145816
512	4	14	0.121720
512	4	16	0.109641
512	5	1	1.946961
512	5	2	1.004704
512	5	4	0.563074
512	5	6	0.373311
512	5	8	0.281122
512	5	10	0.231620
512	5	12	0.192749
512	5	14	0.164146
512	5	16	0.147407
512	6	1	2.423092
512	6	2	1.260530
512	6	4	0.669841
512	6	6	0.479947
512	6	8	0.353546
512	6	10	0.287787
512	6	12	0.238068
512	6	14	0.210238
512	6	16	0.182567
512	7	1	2.934216
512	7	2	1.549882
512	7	4	0.836316
512	7	6	0.556424
512	7	8	0.429639
512	7	10	0.340859
512	7	12	0.287080
512	7	14	0.246289
512	7	16	0.222417
512	8	1	3.431409
512	8	2	1.757946
512	8	4	0.959029
512	8	6	0.645916
512	8	8	0.496469
512	8	10	0.394581
512	8	12	0.330837
512	8	14	0.288062
512	8	16	0.344861
512	9	1	3.934031
512	9	2	2.091097
512	9	4	1.085698
512	9	6	0.738698
512	9	8	0.564679
512	9	10	0.461242
512	9	12	0.379004
512	9	14	0.330192
512	9	16	0.299089
512	10	1	4.325950
512	10	2	2.335757
512	10	4	1.232318
512	10	6	0.846541
512	10	8	0.635499
512	10	10	0.514330
512	10	12	0.434394
512	10	14	0.369487
512	10	16	0.330823
512	11	1	4.884197
512	11	2	2.542927
512	11	4	1.385009
512	11	6	0.936710
512	11	8	0.706185
512	11	10	0.564428
512	11	12	0.477038
512	11	14	0.411504
512	11	16	0.374258
512	12	1	5.318862
512	12	2	2.838273
512	12	4	1.523062
512	12	6	1.018297
512	12	8	0.773157
512	12	10	0.626583
512	12	12	0.522745
512	12	14	0.450687
512	12	16	0.411982
512	13	1	5.783865
512	13	2	3.146694
512	13	4	1.647028
512	13	6	1.120295
512	13	8	0.850439
512	13	10	0.681397
512	13	12	0.579971
512	13	14	0.498628
512	13	16	0.543510
512	14	1	6.337398
512	14	2	3.350048
512	14	4	1.785397
512	14	6	1.215453
512	14	8	0.932510
512	14	10	0.739694
512	14	12	0.619817
512	14	14	0.533578
512	14	16	0.479681
512	15	1	6.833582
512	15	2	3.629532
512	15	4	1.901426
512	15	6	1.302685
512	15	8	0.982396
512	15	10	0.797989
512	15	12	0.662750
512	15	14	0.575915
512	15	16	0.531671
512	16	1	7.351710
512	16	2	3.827364
512	16	4	2.050887
512	16	6	1.397125
512	16	8	1.063437
512	16	10	0.853074
512	16	12	0.717078
512	16	14	0.618720
512	16	16	0.557747
1024	2	1	3.924877
1024	2	2	2.019654
1024	2	4	1.065760
1024	2	6	0.725341
1024	2	8	0.555370
1024	2	10	0.444340
1024	2	12	0.375924
1024	2	14	0.353427
1024	2	16	0.323825
1024	3	1	7.890309
1024	3	2	4.063397
1024	3	4	2.137412
1024	3	6	1.450753
1024	3	8	1.109393
1024	3	10	0.894965
1024	3	12	0.743580
1024	3	14	0.684517
1024	3	16	0.605663
1024	4	1	11.695184
1024	4	2	6.192267
1024	4	4	3.178637
1024	4	6	2.193110
1024	4	8	1.664441
1024	4	10	1.337345
1024	4	12	1.123518
1024	4	14	0.963330
1024	4	16	0.862851
1024	5	1	15.569076
1024	5	2	8.186790
1024	5	4	4.221698
1024	5	6	2.919895
1024	5	8	2.171850
1024	5	10	1.781615
1024	5	12	1.479350
1024	5	14	1.316698
1024	5	16	1.296341
1024	6	1	19.459170
1024	6	2	10.278341
1024	6	4	5.359560
1024	6	6	3.629906
1024	6	8	2.757824
1024	6	10	2.244557
1024	6	12	1.926376
1024	6	14	1.625165
1024	6	16	1.460904
1024	7	1	23.157349
1024	7	2	12.369848
1024	7	4	6.439017
1024	7	6	4.386603
1024	7	8	3.326047
1024	7	10	2.687242
1024	7	12	2.247547
